Time,chan1,chan2,chan3,chan4,chan5,chan6,chan7,chan8,Sample_rate
0.5800000000000004, 120151.06, -75961.30, 119563.57, 120972.51, 119438.27, 119744.37, 119311.30, 120227.55,250
0.5840000000000004, 119950.23, -74291.41, 119386.12, 120772.53, 119245.13, 119545.10, 119324.80, 120032.95,250
0.5880000000000004, 119806.51, -73093.53, 119228.65, 120630.05, 119095.68, 119402.75, 119101.73, 119887.84,250
0.5920000000000004, 119994.53, -74616.91, 119392.55, 120817.50, 119275.68, 119590.39, 119066.73, 120070.84,250
0.5960000000000004, 120173.59, -76002.84, 119580.22, 120994.21, 119459.68, 119767.30, 119294.79, 120249.25,250
0.6000000000000004, 120015.84, -74671.86, 119448.77, 120837.59, 119310.77, 119610.23, 119367.16, 120097.10,250
0.6040000000000004, 119825.59, -73106.36, 119250.82, 120648.56, 119116.82, 119421.05, 119153.48, 119905.77,250
0.6080000000000004, 119968.96, -74266.48, 119367.74, 120791.35, 119250.93, 119563.97, 119065.21, 120041.91,250
0.6120000000000004, 120184.27, -75950.91, 119587.33, 121005.70, 119468.86, 119778.10, 119274.91, 120257.59,250
0.6160000000000004, 120077.10, -75042.72, 119507.76, 120899.33, 119370.83, 119671.50, 119399.35, 120157.41,250
0.6200000000000004, 119857.07, -73207.37, 119286.92, 120680.39, 119148.92, 119452.61, 119213.38, 119938.65,250
0.6240000000000004, 119944.58, -73940.22, 119347.13, 120767.37, 119226.64, 119539.59, 119075.09, 120020.46,250
0.6280000000000004, 120185.51, -75829.54, 119585.45, 121007.06, 119468.05, 119779.02, 119252.12, 120260.09,250
0.6320000000000005, 120137.43, -75395.05, 119564.69, 120959.12, 119429.81, 119731.54, 119422.21, 120217.49,250
0.6360000000000005, 119898.46, -73403.22, 119331.53, 120721.74, 119191.92, 119493.96, 119273.51, 119980.88,250
0.6400000000000005, 119926.18, -73642.54, 119332.90, 120748.84, 119210.01, 119521.44, 119095.30, 120003.45,250
0.6440000000000005, 120179.02, -75616.38, 119576.33, 121000.59, 119460.86, 119773.18, 119230.70, 120253.25,250
0.6480000000000005, 120188.84, -75677.59, 119611.45, 121010.51, 119479.99, 119783.15, 119432.12, 120267.55,250
0.6520000000000005, 119947.34, -73665.18, 119382.34, 120770.70, 119241.92, 119542.89, 119332.45, 120028.93,250
0.6560000000000005, 119915.48, -73407.55, 119326.46, 120739.02, 119201.20, 119510.91, 119127.04, 119992.01,250
0.6600000000000005, 120161.14, -75346.45, 119556.33, 120983.30, 119442.27, 119755.16, 119208.17, 120233.65,250
0.6640000000000005, 120232.84, -75893.70, 119649.82, 121054.32, 119522.09, 119826.31, 119433.32, 120310.16,250
0.6680000000000005, 120004.03, -73988.95, 119440.34, 120826.89, 119299.21, 119599.69, 119389.11, 120087.05,250
0.6720000000000005, 119910.87, -73245.01, 119328.20, 120734.48, 119198.50, 119507.38, 119165.46, 119990.38,250
0.6760000000000005, 120134.68, -75037.77, 119529.73, 120956.39, 119415.82, 119729.10, 119187.84, 120207.97,250
0.6800000000000005, 120264.02, -76034.02, 119676.51, 121085.19, 119552.21, 119858.23, 119423.16, 120341.36,250
0.6840000000000005, 120063.93, -74362.91, 119499.84, 120886.70, 119359.85, 119659.91, 119437.46, 120147.53,250
0.6880000000000005, 119919.74, -73178.27, 119340.88, 120743.63, 119209.65, 119515.96, 119213.02, 120000.01,250
0.6920000000000005, 120111.45, -74707.33, 119507.35, 120934.51, 119393.31, 119706.57, 119181.15, 120185.02,250
0.6960000000000005, 120290.60, -76088.35, 119698.20, 121112.34, 119577.38, 119885.41, 119412.83, 120366.20,250
